hsa-miR-451a,CDKN2D
hsa-miR-451a,MAP3K1
hsa-miR-101-3p,CDK8
hsa-miR-942-5p,SFRP4
hsa-miR-942-5p,GSK3B
hsa-miR-942-5p,TLE1
hsa-miR-342-3p,MTDH
hsa-miR-216b-5p,FOXM1
hsa-miR-154-5p,E2F5
hsa-miR-101-3p,EYA1
hsa-miR-765,INPP4B
hsa-miR-211-5p,CCND1
hsa-miR-211-5p,CDK6
hsa-miR-19a-3p,PMEPA1
hsa-miR-30a-3p,RUNX2
hsa-miR-572,CISH
hsa-miR-429,SP1
hsa-miR-10b-5p,ZEB1
hsa-miR-10b-5p,PIK3CA
hsa-miR-342-3p,BIRC6
hsa-miR-1271-5p,CCNG1
hsa-miR-592,DEK
hsa-miR-548c-3p,TWIST1
hsa-miR-132-3p,SOX6
hsa-miR-132-3p,GDF5
hsa-miR-503-5p,E2F3
hsa-miR-613,CDK4
hsa-miR-137,DCLK1
hsa-miR-623,XRCC5
hsa-miR-193a-5p,TFAP2A
hsa-miR-4689,KRAS
hsa-miR-149-5p,PPM1F
hsa-miR-10a-5p,BCL6
hsa-miR-133a-3p,RBPJ
hsa-miR-202-3p,SOX6
hsa-miR-19a-3p,MAP3K5
hsa-miR-3686,PLK1
hsa-miR-522-3p,PTGR1
hsa-miR-599,SATB2
hsa-miR-409-3p,ELF2
hsa-miR-137,EGFR
hsa-miR-210-5p,CFB
hsa-miR-552-5p,NSMF
hsa-miR-30c-5p,MCL1
hsa-miR-127-5p,SPP1
hsa-let-7a-5p,TNFAIP3
hsa-let-7e-5p,TNFAIP3
hsa-miR-195-5p,KIAA0100
hsa-miR-205-5p,CCNJ
hsa-miR-150-5p,SLC2A1
hsa-miR-98-5p,BCL2
hsa-miR-135a-5p,EGFR
hsa-miR-137,SP1
hsa-miR-29a-3p,TFEB
hsa-miR-29a-3p,ATG9A
hsa-miR-23b-3p,VCAN
hsa-miR-195-3p,FGF2
hsa-miR-154-3p,WNT5A
hsa-let-7a-5p,CDK6
hsa-miR-1-3p,KCNE1
hsa-miR-133a-3p,KCNQ1
hsa-miR-508-3p,NFKB1
hsa-miR-221-3p,GJA1
hsa-miR-222-3p,GJA1
hsa-miR-34c-5p,MAZ
hsa-miR-320a,GNAI1
hsa-miR-320c,GNAI1
hsa-miR-320d,GNAI1
hsa-miR-9-3p,GNAI1
hsa-miR-34c-3p,PSMG1
hsa-miR-133b,FGFR1
hsa-miR-92a-3p,ITGA5
hsa-miR-34a-5p,LEF1
hsa-miR-591,ZEB1
hsa-miR-16-5p,PRDM4
hsa-miR-16-5p,MAP7
hsa-miR-16-5p,CDS2
hsa-miR-23a-5p,GJA1
hsa-miR-503-3p,L1CAM
hsa-miR-155-5p,MSH6
hsa-miR-155-5p,MSH2
hsa-let-7a-5p,DICER1
hsa-let-7d-5p,DICER1
hsa-miR-124-3p,NR3C1
hsa-miR-217,FOXO3
hsa-miR-520c-3p,APP
hsa-miR-155-5p,RHOA
hsa-miR-378a-5p,SUFU
hsa-miR-378a-5p,TUSC2
hsa-miR-199a-3p,PTGS2
hsa-miR-26a-5p,RCBTB1
hsa-miR-663a,EEF1A2
hsa-miR-744-5p,EEF1A2
hsa-miR-214-3p,NRAS
hsa-miR-26b-5p,USP9X
hsa-miR-204-5p,TMPRSS3
hsa-miR-485-5p,HIF3A
hsa-miR-210-3p,HIF3A
hsa-miR-139-5p,RAP1B
hsa-miR-139-5p,ROCK2
hsa-miR-885-5p,IGF1R
hsa-miR-30a-5p,SOX4
hsa-miR-125b-1-3p,S1PR1
hsa-miR-503-5p,ARHGEF19
hsa-miR-429,ONECUT2
hsa-miR-211-5p,NUAK1
hsa-miR-92a-3p,CCL8
hsa-miR-195-5p,ELN
hsa-miR-582-5p,EFNB2
hsa-miR-183-5p,PPP2CB
hsa-miR-183-5p,PTPA
hsa-miR-758-3p,TLR7
hsa-miR-758-3p,TLR3
hsa-miR-125b-5p,DUSP6
hsa-miR-485-5p,FLOT1
hsa-miR-30b-5p,CTHRC1
hsa-miR-381-3p,TWIST1
hsa-miR-29c-3p,DNMT3B
hsa-miR-153-3p,BCL2
hsa-miR-124-3p,CEBPA
hsa-miR-125b-5p,NTRK3
hsa-miR-141-3p,ZFPM2
hsa-miR-200a-3p,ZFPM2
hsa-miR-200c-3p,ZFPM2
hsa-miR-429,ZFPM2
hsa-miR-204-5p,FOXC1
hsa-miR-95-3p,SNX1
hsa-miR-29a-3p,BACE1
hsa-miR-126-3p,VCAM1
hsa-miR-22-3p,ACVR1C
hsa-miR-141-3p,BRD3
hsa-miR-141-3p,UBAP1
hsa-miR-141-3p,PTEN
hsa-miR-124-3p,SLC16A1
hsa-miR-181a-5p,CDKN1B
hsa-miR-132-3p,RB1
hsa-miR-212-3p,RB1
hsa-miR-20b-5p,MYLIP
hsa-miR-106a-5p,MYLIP
hsa-miR-106a-5p,ARID4B
hsa-miR-20b-5p,ARID4B
hsa-miR-155-5p,TERF1
hsa-miR-15a-5p,REPIN1
hsa-miR-199a-3p,IGF1
hsa-miR-182-5p,CHL1
hsa-miR-655-3p,ZEB1
hsa-miR-655-3p,TGFBR2
hsa-miR-217,DACH1
hsa-miR-185-3p,AKT1
hsa-miR-138-5p,SOX9
hsa-miR-124-3p,DNMT3B
hsa-miR-506-3p,DNMT3B
hsa-miR-20a-3p,EGR2
hsa-miR-211-5p,KCNMA1
hsa-miR-146a-5p,IL6
hsa-miR-18a-5p,TNFSF11
hsa-let-7c-5p,NRAS
hsa-miR-7-5p,ILF3
hsa-miR-7-5p,ILF2
hsa-miR-181a-5p,VEGFA
hsa-miR-30b-5p,RUNX2
hsa-miR-30c-5p,RUNX2
hsa-miR-634,CYR61
hsa-miR-34b-3p,CREB1
hsa-miR-145-5p,CDKN1A
hsa-let-7b-5p,ANAPC1
hsa-miR-145-5p,EGFR
hsa-miR-100-5p,MMP13
hsa-miR-125b-5p,KLF13
hsa-miR-146a-5p,CCNA2
hsa-miR-146a-5p,PA2G4
hsa-miR-197-3p,FOXO3
hsa-miR-193b-3p,PLAU
hsa-miR-483-3p,BBC3
hsa-miR-138-5p,GNAI2
hsa-miR-145-5p,NUDT1
hsa-miR-29b-3p,PIK3CG
hsa-miR-215-5p,ZEB2
hsa-miR-214-3p,MAPK1
hsa-miR-574-3p,CUL2
hsa-miR-30c-5p,DDIT4
hsa-miR-210-3p,PTBP3
hsa-miR-29b-3p,LAMC1
hsa-miR-98-5p,CBL
hsa-miR-188-3p,CBL
hsa-miR-224-5p,BCL2
hsa-miR-224-5p,PAK2
hsa-miR-1234-3p,STAT3
hsa-miR-23a-3p,XIAP
hsa-miR-196a-3p,FGF2
hsa-miR-7-1-3p,EGFR
hsa-miR-7-1-3p,IGF1R
hsa-miR-7-1-3p,RAF1
hsa-miR-29b-3p,LASP1
hsa-miR-29b-3p,PPIC
hsa-miR-125b-1-3p,BGLAP
hsa-miR-125b-1-3p,FRZB
hsa-miR-647,ANK2
hsa-miR-142-3p,PRKCA
hsa-miR-409-3p,MGMT
hsa-miR-124-3p,MGMT
hsa-miR-127-3p,MGMT
hsa-miR-196a-5p,ELOVL1
hsa-miR-22-3p,PLK1
hsa-let-7e-5p,PLK1
hsa-miR-33a-5p,HSPA8
hsa-miR-1264,DNMT1
hsa-miR-133b,GLI3
hsa-miR-24-3p,CDK1
hsa-miR-21-5p,RPS7
hsa-miR-204-5p,HOXA10
hsa-miR-107,GRN
hsa-miR-365a-3p,BAX
hsa-miR-365a-3p,SHC1
hsa-miR-125b-5p,LIFR
hsa-miR-34b-3p,CDK4
hsa-miR-224-5p,TRIB1
hsa-miR-34c-5p,CDK6
hsa-miR-203a-3p,IFIT1
hsa-miR-29a-3p,FSTL1
hsa-miR-335-3p,ESR1
hsa-miR-34c-5p,CCND1
hsa-miR-200b-3p,PTPN12
hsa-miR-424-3p,LGALS3
hsa-miR-146b-5p,KIT
hsa-miR-516a-3p,SULF1
hsa-miR-203a-3p,AKT2
hsa-miR-31-5p,HIF1AN
hsa-miR-139-5p,SMARCA4
hsa-miR-16-5p,PPM1D
hsa-miR-100-5p,IGF2
hsa-miR-581,DICER1
hsa-miR-581,EDEM1
hsa-miR-98-5p,E2F2
hsa-miR-34a-5p,ACSL4
hsa-miR-155-5p,BRPF3
hsa-let-7b-5p,RDH10
hsa-miR-222-3p,FOXO3
hsa-miR-221-3p,FOXO3
hsa-miR-20b-5p,STAT3
hsa-miR-10a-5p,SERPINE1
hsa-miR-181c-5p,PRAP1
hsa-miR-424-5p,CCND3
hsa-miR-424-5p,CDK6
hsa-miR-16-5p,CDK6
hsa-miR-16-5p,CCND3
hsa-miR-146a-5p,TLR2
hsa-miR-16-1-3p,CCND1
hsa-miR-182-5p,LRRC4
hsa-miR-1246,NFIB
hsa-miR-155-5p,HIF1A
hsa-miR-193b-3p,NF1
hsa-miR-648,EDN1
hsa-miR-122-5p,CYP7A1
hsa-miR-224-5p,KLK10
hsa-miR-422a,CYP8B1
hsa-miR-422a,CYP7A1
hsa-miR-31-5p,PPP2R2A
hsa-miR-31-5p,LATS2
hsa-miR-186-5p,P2RX7
hsa-miR-27b-3p,ADORA2B
hsa-miR-125b-5p,IRF4
hsa-miR-513a-3p,LHCGR
hsa-miR-142-5p,ZEB1
hsa-miR-26b-5p,TLR4
hsa-miR-206,NR4A2
hsa-miR-191-5p,BASP1
hsa-miR-184,SND1
hsa-miR-98-5p,E2F5
hsa-miR-873-5p,CDK3
hsa-miR-215-5p,XIAP
hsa-miR-192-5p,XIAP
hsa-miR-502-5p,IFI27
hsa-miR-34a-5p,TCF7
hsa-miR-222-3p,GNAI3
hsa-miR-1228-3p,TP53
hsa-miR-101-3p,KLF6
hsa-miR-21-5p,CASC2
hsa-miR-22-3p,SLC2A1
hsa-miR-145-5p,PPP3CA
hsa-miR-145-5p,CLINT1
hsa-miR-21-5p,RASGRP1
hsa-miR-145-5p,MYO6
hsa-miR-143-3p,MYO6
hsa-let-7g-5p,COL1A2
hsa-miR-124-3p,EFNB1
hsa-miR-217,ROBO1
hsa-miR-138-5p,ARHGEF3
hsa-miR-942-5p,CDKN1A
hsa-miR-182-5p,CDKN1A
hsa-miR-657,CDKN1A
hsa-miR-654-3p,CDKN1A
hsa-miR-639,CDKN1A
hsa-miR-572,CDKN1A
hsa-miR-520h,CDKN1A
hsa-miR-520b,CDKN1A
hsa-miR-520a-3p,CDKN1A
hsa-miR-519e-3p,CDKN1A
hsa-miR-519b-3p,CDKN1A
hsa-miR-515-3p,CDKN1A
hsa-miR-423-3p,CDKN1A
hsa-miR-372-3p,CDKN1A
hsa-miR-363-3p,CDKN1A
hsa-miR-345-5p,CDKN1A
hsa-miR-298,CDKN1A
hsa-miR-28-5p,CDKN1A
hsa-miR-20b-5p,CDKN1A
hsa-miR-132-3p,CDKN1A
hsa-miR-125a-5p,CDKN1A
hsa-let-7c-5p,TGFBR1
hsa-let-7a-5p,ITGB3
hsa-miR-182-5p,FOXO1
hsa-miR-338-5p,LRP1
hsa-miR-545-3p,LRP1
hsa-miR-205-5p,LRP1
hsa-miR-31-5p,FOXP3
hsa-miR-127-3p,PRDM1
hsa-miR-25-3p,CDKN1C
hsa-miR-512-5p,MCL1
hsa-miR-212-3p,PEA15
hsa-let-7d-5p,SLC11A2
hsa-miR-451a,ABCB1
hsa-miR-128b,KMT2A
hsa-miR-128b,AFF1
hsa-miR-128b,CDKN1B
hsa-miR-190a-5p,PHLPP1
hsa-miR-124-3p,PRRX1
hsa-let-7a-5p,RRM2
hsa-miR-519a-3p,RB1
hsa-miR-101-3p,RAP1B
hsa-miR-203a-3p,TYMS
hsa-miR-340-5p,PUM2
hsa-miR-27b-3p,CRISP2
hsa-miR-613,ABCA1
hsa-miR-92a-3p,MAPK8
hsa-miR-92a-3p,MAP2K4
hsa-miR-15b-5p,HNF1A
hsa-miR-218-5p,CDH2
hsa-miR-181a-5p,IFNG
hsa-miR-24-3p,IFNG
hsa-miR-202-3p,LRP6
hsa-miR-340-5p,PUM1
hsa-miR-195-5p,CBX4
hsa-miR-340-5p,SKP2
hsa-miR-200a-3p,MACC1
hsa-miR-378a-3p,PGR
hsa-miR-130b-3p,MMP2
hsa-miR-372-3p,PHLPP2
hsa-miR-181a-5p,CTDSPL
hsa-miR-382-5p,YBX1
hsa-miR-150-5p,SSSCA1
hsa-miR-638,CDK2
hsa-miR-26b-5p,COX2
hsa-miR-466,TRIM13
hsa-miR-1470,JUN
hsa-miR-145-5p,SENP1
hsa-miR-3189-3p,SF3B2
hsa-miR-3189-3p,ARHGEF25
hsa-miR-31-5p,XRCC5
hsa-miR-492,MZF1
hsa-miR-27b-3p,EGFR
hsa-miR-27b-3p,MET
hsa-miR-203a-3p,WIF1
hsa-miR-145-5p,STAT1
hsa-miR-145-5p,YES1
hsa-miR-346,IL18
hsa-miR-34a-5p,MAP2K1
hsa-miR-107,HIF1A
hsa-miR-7-5p,SRSF1
hsa-miR-125b-5p,CYP24A1
hsa-miR-107,ARNT
hsa-miR-1-3p,HCN4
hsa-miR-148a-3p,RPS6KA5
hsa-miR-138-5p,ROCK2
hsa-miR-138-5p,TERT
hsa-let-7g-5p,MYC
hsa-let-7g-5p,CDKN2A
hsa-miR-718,HOXB8
hsa-miR-23a-3p,FZD5
hsa-miR-940,DUSP1
hsa-miR-23a-3p,HNF1B
hsa-miR-24-3p,TMEM92
hsa-miR-1180-5p,TCEAL1
hsa-miR-210-3p,HIF1A
hsa-miR-146a-5p,ICAM1
hsa-miR-146a-5p,IRAK2
hsa-let-7a-5p,MYC
hsa-miR-1296-5p,MCM2
hsa-miR-218-5p,MBNL2
hsa-miR-218-5p,EFNA1
hsa-miR-218-5p,NUP93
hsa-miR-218-5p,MRPS27
hsa-miR-218-5p,EBP
hsa-miR-421,RBMXL1
hsa-miR-421,CBX7
hsa-miR-605-5p,SEC24D
hsa-miR-1-3p,ANXA2
hsa-miR-133b,PKM
hsa-miR-122-5p,CCNG1
hsa-miR-338-3p,UBE2Q1
hsa-miR-338-3p,NOVA1
hsa-miR-338-3p,MAP1A
hsa-miR-338-3p,DAB2IP
hsa-miR-338-3p,ZBTB18
hsa-miR-130b-3p,RUNX3
hsa-miR-24-3p,TRIB3
hsa-miR-16-5p,CCND2
hsa-miR-34b-3p,BCL2
hsa-miR-519b-3p,ELAVL1
hsa-miR-519c-3p,ELAVL1
hsa-miR-519a-3p,ELAVL1
hsa-miR-33b-5p,BCL2
hsa-miR-21-5p,ERBB2
hsa-miR-125b-5p,AKT1
hsa-miR-16-2-3p,RARB
hsa-miR-146a-5p,MTA2
hsa-miR-632,PRDX6
hsa-miR-200c-3p,UBE2I
hsa-miR-188-5p,UBE2I
hsa-miR-27a-3p,HIPK2
hsa-miR-10a-5p,NCOR2
hsa-miR-10b-5p,NCOR2
hsa-miR-20a-5p,BNIP2
hsa-miR-181b-5p,MAP3K10
hsa-miR-451a,AKT1
hsa-miR-451a,MMP2
hsa-miR-451a,MMP9
hsa-miR-451a,BCL2
hsa-miR-1228-3p,MOAP1
hsa-miR-19a-3p,CUL5
hsa-miR-19b-3p,CUL5
hsa-miR-328-3p,PTPRJ
hsa-miR-451a,TMED7
hsa-miR-133a-3p,MSN
hsa-miR-203a-3p,TJP2
hsa-miR-595,PARD6A
hsa-miR-483-3p,PARD3
hsa-miR-18a-5p,NEDD9
hsa-miR-18a-5p,CDK19
hsa-miR-205-5p,TP73
hsa-miR-103a-3p,CYP2C8
hsa-miR-107,CYP2C8
hsa-miR-139-5p,FOS
hsa-miR-31-3p,RHOA
hsa-miR-30c-5p,TGIF2
hsa-miR-30c-5p,HDAC4
hsa-miR-450a-1-3p,BUB1
hsa-miR-203a-3p,CBLL1
hsa-miR-130b-3p,NR3C1
hsa-miR-130b-3p,LDLR
hsa-miR-155-5p,SMARCA4
hsa-miR-1-3p,YWHAZ
hsa-miR-21-5p,YOD1
hsa-miR-30b-5p,DNMT1
hsa-miR-1236-3p,KDR
hsa-miR-21-5p,SATB1
hsa-miR-21-5p,WWP1
hsa-miR-125b-5p,CDH5
hsa-miR-340-5p,SOX2
hsa-miR-23a-3p,CDH1
hsa-miR-497-5p,DICER1
hsa-miR-195-5p,DICER1
hsa-miR-34a-5p,AR
hsa-miR-494-3p,ATF3
hsa-miR-106a-5p,CCND1
hsa-miR-371a-5p,PRPF4B
hsa-miR-145-5p,ACTB
hsa-miR-152-3p,CCKBR
hsa-miR-495-3p,PTP4A3
hsa-miR-551a,PTP4A3
hsa-miR-148a-3p,RUNX3
hsa-miR-224-5p,DPYSL2
hsa-miR-224-5p,KRAS
hsa-miR-452-5p,DPYSL2
hsa-miR-452-5p,KRAS
hsa-miR-152-3p,KRAS
hsa-miR-340-5p,KRAS
hsa-miR-340-5p,MECP2
hsa-miR-181c-5p,DPYSL2
hsa-miR-181c-5p,MECP2
hsa-miR-106b-5p,E2F5
hsa-miR-129-5p,CDK6
hsa-miR-129-2-3p,CDK6
hsa-miR-16-5p,SLC6A4
hsa-miR-100-5p,SMARCA5
hsa-miR-19a-3p,AKT1
hsa-miR-495-3p,SMR3B
hsa-miR-29a-3p,CDK2
hsa-miR-200a-3p,PTEN
hsa-miR-100-5p,ZNF215
hsa-miR-100-5p,THAP2
hsa-miR-33a-5p,SREBF1
hsa-miR-1-3p,FASN
hsa-miR-146a-5p,SMAD2
hsa-miR-30c-5p,IDH1
hsa-miR-30c-5p,NCOR2
hsa-miR-125a-5p,EGFR
hsa-miR-33a-3p,SMAD7
hsa-miR-7-5p,XIAP
hsa-miR-204-5p,ITPR1
hsa-miR-211-5p,ITPR1
hsa-miR-34a-5p,TGIF2
hsa-miR-448,BCL2
hsa-miR-33a-5p,PPARA
hsa-let-7e-5p,EZH2
hsa-miR-145-5p,DDC
hsa-miR-224-5p,SERPINF2
hsa-miR-301b-3p,TP63
hsa-miR-302b-3p,AKT2
hsa-miR-302a-3p,CDK1
hsa-miR-181a-5p,AHR
hsa-miR-181a-5p,STAT3
hsa-miR-221-3p,RUNX1
hsa-miR-221-3p,ARNT
hsa-miR-34c-5p,PABPC1
hsa-miR-204-5p,TRPM3
hsa-miR-29a-3p,CCND1
hsa-miR-29a-3p,CDK4
hsa-miR-18a-5p,FCGR2B
hsa-miR-19a-3p,CD22
hsa-miR-27b-3p,FOXO1
hsa-miR-661,MDM4
hsa-miR-661,MDM2
hsa-miR-146a-5p,DUSP1
hsa-let-7g-5p,TNFRSF10B
hsa-let-7e-5p,TNFRSF10B
hsa-let-7d-5p,TNFRSF10B
hsa-let-7c-5p,TNFRSF10B
hsa-let-7b-5p,TNFRSF10B
hsa-let-7a-5p,TNFRSF10B
hsa-miR-198,PBX1
hsa-miR-18a-5p,NEO1
hsa-miR-129-5p,RET
hsa-miR-21-5p,GAS5
hsa-miR-137,Nr1i3
hsa-miR-494-3p,MAP2K1
hsa-miR-494-3p,ITPR1
hsa-miR-494-3p,BCL2
hsa-miR-34c-5p,ITPR1
hsa-miR-34c-5p,MAP2K1
hsa-miR-34b-3p,MAP2K1
hsa-miR-34b-3p,ITPR1
hsa-miR-449a,ITPR1
hsa-miR-448,MAP2K1
hsa-miR-448,ITPR1
hsa-miR-211-5p,BCL2
hsa-miR-211-5p,MAP2K1
hsa-miR-204-5p,MAP2K1
hsa-miR-105-5p,CDK6
hsa-miR-21-5p,RHO
hsa-let-7a-5p,TGFBR3
hsa-miR-26a-1-3p,PTEN
hsa-miR-199a-5p,KRAS
hsa-miR-579-3p,BRAF
hsa-miR-590-5p,ATF3
hsa-miR-429,HIF1A
hsa-miR-342-3p,IKBKG
hsa-miR-342-3p,TAB2
hsa-miR-342-3p,TAB3
hsa-miR-223-3p,STAT3
hsa-miR-223-3p,SEMA3A
hsa-miR-184,GAS1
hsa-miR-21-5p,STUB1
hsa-miR-222-3p,SMAD5
hsa-miR-222-3p,RUNX2
hsa-miR-101-3p,PIK3CB
hsa-miR-125b-5p,PIK3CB
hsa-miR-210-5p,SMR3B
hsa-miR-29a-3p,GSK3B
hsa-miR-22-5p,BSG
hsa-miR-106b-3p,BMP2
hsa-miR-133a-3p,MEG3
hsa-miR-181a-5p,CDKN1A
hsa-miR-135b-5p,PPM1E
hsa-let-7a-3p,CCND2
hsa-miR-16-1-3p,CCND2
hsa-miR-524-5p,MMP2
hsa-miR-524-5p,MMP9
hsa-miR-25-5p,CCNE1
hsa-miR-25-5p,MYC
hsa-miR-185-5p,MYC
hsa-miR-144-3p,TUG1
hsa-miR-26a-1-3p,E2F3
hsa-miR-26a-1-3p,CASP3
hsa-miR-26a-1-3p,CCNE2
hsa-miR-26a-1-3p,ABL2
hsa-miR-26a-1-3p,APAF1
hsa-miR-26a-1-3p,XIAP
hsa-miR-26a-1-3p,BCL2
hsa-miR-26a-1-3p,TP53
hsa-miR-26a-1-3p,CDC25A
hsa-miR-15b-5p,SOCS3
hsa-miR-16-5p,SOCS3
hsa-miR-130b-3p,UCP1
hsa-miR-130b-3p,SCD
hsa-miR-494-3p,MYH2
hsa-miR-22-3p,UBR5
hsa-miR-21-5p,PCGF2
hsa-miR-1284,BCL2
hsa-let-7b-5p,EZH2
hsa-miR-141-3p,IGF1R
hsa-miR-129-5p,MCRS1
hsa-miR-129-5p,VIM
hsa-miR-129-5p,CDH1
hsa-miR-302a-3p,PTEN
hsa-miR-33a-3p,ABCA1
hsa-miR-3940-5p,CCND1
hsa-miR-206,AKT1
hsa-miR-625-5p,SCAI
hsa-miR-200b-3p,ETV5
hsa-miR-222-3p,FOXO1
hsa-miR-190b,BCL2
hsa-miR-335-5p,DKK1
hsa-miR-25-5p,PRKCZ
hsa-miR-138-1-3p,HIF1A
hsa-miR-675-5p,DDB2
hsa-miR-29b-1-5p,TGFB1
hsa-miR-29b-1-5p,SMAD3
hsa-miR-135b-3p,STAT6
hsa-miR-135b-3p,CCL7
hsa-miR-24-1-5p,HNF4A
hsa-miR-193a-3p,E2F1
hsa-miR-193a-3p,SRSF2
hsa-miR-193a-3p,TYMS
hsa-miR-19a-5p,TIMP1
hsa-miR-96-5p,TIMP1
hsa-miR-130a-5p,PTEN
hsa-miR-183-5p,RECK
hsa-miR-206,OTX2
hsa-miR-203a-3p,CDH1
hsa-miR-15b-5p,MMP9
hsa-miR-106a-5p,CDX2
hsa-miR-106a-5p,MGST2
hsa-miR-106a-5p,ERCC1
hsa-miR-106a-5p,RND3
hsa-miR-34a-5p,PAM
hsa-miR-15b-5p,TRIM14
hsa-miR-30d-5p,LIMS1
hsa-miR-30d-5p,PPP1R14C
hsa-miR-30d-5p,MAP4K4
hsa-miR-218-5p,MMP2
hsa-miR-942-3p,VEGFA
hsa-miR-942-3p,MMP9
hsa-miR-125a-5p,PIK3CG
hsa-miR-125a-5p,AKT1
hsa-miR-125a-5p,MTOR
hsa-miR-34a-5p,SIRT6
hsa-miR-186-5p,GJA1
hsa-miR-381-3p,GJA1
hsa-miR-155-5p,CCND2
hsa-miR-486-3p,SYK
hsa-miR-486-3p,FASN
hsa-miR-532-5p,FASN
hsa-miR-532-5p,SYK
hsa-miR-29a-3p,QKI
hsa-miR-146b-3p,MAT2A
hsa-miR-125b-1-3p,ITGA9
hsa-miR-107,CPEB1
hsa-miR-183-5p,UVRAG
hsa-miR-200a-3p,HGF
hsa-miR-1-5p,CXCL12
hsa-miR-1-3p,CXCL12
hsa-let-7a-5p,STAT3
hsa-miR-143-3p,TLR2
hsa-miR-143-3p,MMP2
hsa-miR-143-3p,MMP9
hsa-miR-143-3p,NFKB2
hsa-miR-143-3p,MMP14
hsa-miR-143-3p,ITGB1
hsa-miR-143-3p,ITGB4
hsa-miR-296-5p,VEGFA
hsa-miR-296-5p,KDR
hsa-miR-296-5p,DLL4
hsa-miR-296-5p,NOTCH1
hsa-miR-21-3p,PTEN
hsa-miR-125b-5p,JAK2
hsa-miR-125a-5p,JAK2
hsa-miR-34c-5p,TJP1
hsa-miR-125b-5p,SUV39H1
hsa-miR-153-3p,BMPR2
hsa-miR-188-5p,ITGA7
hsa-miR-188-5p,GREM2
hsa-miR-33a-5p,PRKCB
hsa-miR-150-3p,TP53
hsa-miR-183-5p,SOCS6
hsa-miR-221-5p,SSSCA1
hsa-miR-214-5p,TP53
hsa-miR-151a-5p,CYTB
hsa-miR-874-3p,E2F3
hsa-miR-10b-5p,AKT1
hsa-miR-630,FOXM1
hsa-miR-15a-3p,BCL2
hsa-miR-16-1-3p,BCL2
hsa-miR-16-1-3p,VEGFA
hsa-miR-16-1-3p,IL17A
hsa-miR-375,KLF4
hsa-miR-301a-3p,CDC14A
hsa-miR-124-5p,BECN1
hsa-miR-223-5p,FBXW7
hsa-miR-346,TERT
hsa-miR-101-5p,EZH2
hsa-miR-126-3p,AKT1
hsa-miR-29b-1-5p,JUND
hsa-miR-133b,FOXC1
hsa-miR-128b,EGFR
hsa-miR-577,FGF21
hsa-miR-382-3p,AKT1
hsa-miR-145-5p,ARF6
hsa-miR-124-3p,RAC1
hsa-miR-140-5p,HDAC4
hsa-miR-34a-5p,MYB
hsa-miR-128-3p,RELN
hsa-miR-199b-5p,SET
hsa-let-7a-5p,UHRF2
hsa-miR-19a-3p,MXD1
hsa-miR-30c-5p,RARB
hsa-miR-95-3p,CEBPD
hsa-miR-576-3p,CCND1
hsa-miR-218-1-3p,PIK3C2A
hsa-miR-218-1-3p,PIK3R1
hsa-miR-140-3p,GPC1
hsa-miR-122-5p,GYS1
hsa-miR-134-5p,ABCC1
hsa-miR-20a-5p,DUSP2
hsa-miR-24-3p,XIAP
hsa-miR-24-3p,CDKN2A
hsa-miR-101-3p,ATP5B
hsa-miR-16-5p,WNT4
hsa-miR-132-3p,BDNF
hsa-miR-152-3p,XIST
hsa-miR-378a-3p,SUFU
hsa-miR-200b-3p,BAP1
hsa-miR-200c-3p,GEMIN2
hsa-miR-200c-3p,BAP1
hsa-miR-141-3p,BAP1
hsa-miR-200a-3p,BAP1
hsa-miR-375,USP1
hsa-miR-375,ADIPOR2
hsa-miR-375,C1QBP
hsa-miR-27b-3p,NOTCH1
hsa-miR-24-3p,NOTCH1
hsa-miR-23b-3p,NOTCH1
hsa-miR-206,UTRN
hsa-miR-206,FSTL1
hsa-miR-124-3p,ADIPOR2
hsa-miR-124-3p,MTPN
hsa-let-7b-5p,MTPN
hsa-miR-96-5p,HTR1B
hsa-miR-200a-3p,GEMIN2
hsa-miR-124-3p,CTDSP1
hsa-miR-133b,PTBP2
hsa-miR-205-5p,E2F5
hsa-miR-378a-3p,TUSC2
hsa-miR-657,IGF2R
hsa-miR-202-3p,MYCN
hsa-miR-429,KLHL20
hsa-miR-429,PTPRD
hsa-miR-429,ELMO2
hsa-miR-429,ERBIN
hsa-miR-429,BAP1
hsa-miR-429,WDR37
hsa-miR-429,VAC14
hsa-miR-429,TCF7L1
hsa-miR-429,HOXB5
hsa-miR-429,RASSF2
hsa-miR-429,RIN2
hsa-miR-429,KLF11
hsa-miR-429,SEPT7
hsa-miR-429,SHC1
hsa-miR-133b,MET
hsa-miR-133b,ERG
hsa-miR-133b,HCN2
hsa-miR-376a-3p,SLC16A1
hsa-miR-376a-3p,TTK
hsa-miR-376a-3p,SRSF11
hsa-miR-365a-3p,IL6
hsa-miR-200a-3p,KLHL20
hsa-miR-302a-3p,TAC1
hsa-miR-200a-3p,PTPRD
hsa-miR-200a-3p,ELMO2
hsa-miR-200a-3p,ERBIN
hsa-miR-200a-3p,WDR37
hsa-miR-200a-3p,VAC14
hsa-miR-200a-3p,SHC1
hsa-miR-200a-3p,TCF7L1
hsa-miR-200a-3p,RASSF2
hsa-miR-200a-3p,RIN2
hsa-miR-200a-3p,HOXB5
hsa-miR-200a-3p,SEPT7
hsa-miR-200a-3p,KLF11
hsa-miR-29c-3p,MYCN
hsa-miR-155-5p,GPM6B
